source, target, gene_source,gene_target,taxon,score,neighborhood, fusion, phylogen_profile, co_expression,expt, db_score, text_mining,source_essential,target_essential,edge_type
171101.spr0319,171101.spr0320,cps2P,cps2L,171101,0.726,0.686,0,0,0,0,0,0.165,n,n,N-N
171101.spr0319,171101.spr0316,cps2P,cps2I,171101,0.723,0.66,0,0,0.19,0,0,0.075,n,n,N-N
171101.spr0319,171101.spr0317,cps2P,cps2J,171101,0.712,0.661,0,0,0.118,0,0,0.112,n,n,N-N
373153.SPD_1919,373153.SPD_1326,galU,pgm,373153,0.988,0.377,0,0,0,0.227,0.9,0.784,n,n,N-N
373153.SPD_1919,373153.SPD_1432,galU,galE-1,373153,0.979,0.096,0,0.165,0.069,0,0.9,0.749,n,y,N-E
373153.SPD_1919,373153.SPD_1612,galU,galE-2,373153,0.976,0.096,0,0.162,0.069,0,0.9,0.723,n,y,N-E
373153.SPD_1919,373153.SPD_0326,galU,cps2K,373153,0.954,0.108,0.026,0,0.173,0.106,0.9,0.413,n,n,N-N
373153.SPD_1919,373153.SPD_1648,galU,SPD_1648,373153,0.942,0.096,0,0.266,0.069,0,0.9,0.212,n,n,N-N
373153.SPD_1919,373153.SPD_0143,galU,SPD_0143,373153,0.938,0.108,0.028,0,0.173,0.106,0.9,0.215,n,n,N-N
373153.SPD_1919,373153.SPD_0328,galU,cps2L,373153,0.937,0.158,0,0,0,0.102,0.9,0.638,n,n,N-N
373153.SPD_1919,373153.SPD_1006,galU,glgC,373153,0.931,0,0,0,0,0.1,0.9,0.674,n,n,N-N
373153.SPD_1919,373153.SPD_1633,galU,galT-2,373153,0.927,0,0,0,0,0,0.9,0.308,n,n,N-N
373153.SPD_1919,373153.SPD_1613,galU,galT-1,373153,0.918,0,0,0,0,0,0.9,0.221,n,n,N-N
373153.SPD_1919,373153.SPD_1007,galU,glgD,373153,0.917,0,0,0,0,0.1,0.9,0.162,n,n,N-N
373153.SPD_1919,373153.SPD_1932,galU,malP,373153,0.914,0,0,0,0.066,0,0.9,0.161,n,n,N-N
373153.SPD_1919,373153.SPD_1933,galU,malQ,373153,0.911,0,0,0,0,0,0.9,0.149,n,n,N-N
373153.SPD_1919,373153.SPD_1673,galU,gtfA,373153,0.907,0.069,0,0,0,0,0.9,0.083,n,n,N-N
373153.SPD_1919,373153.SPD_1002,galU,pulA,373153,0.901,0,0,0,0,0,0.9,0.058,n,n,N-N
373153.SPD_1919,373153.SPD_1918,galU,gpsA,373153,0.868,0.853,0,0,0.076,0,0,0.109,n,n,N-N
373153.SPD_1919,373153.SPD_0874,galU,glmU,373153,0.808,0.044,0,0.254,0.08,0.101,0,0.724,n,y,N-E
373153.SPD_1919,373153.SPD_0973,galU,pcrA,373153,0.792,0.071,0.786,0,0,0,0,0,n,n,N-N
373153.SPD_1919,373153.SPD_0099,galU,capD,373153,0.785,0.373,0,0,0,0,0,0.672,n,n,N-N
373153.SPD_1919,373153.SPD_1897,galU,pgi,373153,0.754,0.186,0,0.229,0.067,0.114,0,0.598,n,y,N-E
171101.spr0320,171101.spr0322,cps2L,cpsN,171101,0.999,0.878,0.163,0.771,0.109,0.053,0.9,0.642,n,n,N-N
171101.spr0320,171101.spr0321,cps2L,cps2M,171101,0.998,0.894,0,0.684,0.188,0,0,0.965,n,n,N-N
171101.spr0320,171101.spr0323,cps2L,cpsO,171101,0.99,0.749,0.571,0.757,0,0.114,0,0.64,n,n,N-N
171101.spr0320,171101.spr0318,cps2L,cps2K,171101,0.949,0.578,0,0,0,0,0,0.884,n,n,N-N
171101.spr0320,171101.spr1351,cps2L,pgm,171101,0.94,0.094,0,0,0,0,0.9,0.395,n,n,N-N
171101.spr0320,171101.spr1903,cps2L,galU,171101,0.932,0.145,0,0,0,0.059,0.9,0.631,n,n,N-N
171101.spr0320,171101.spr0316,cps2L,cps2I,171101,0.879,0.501,0,0,0,0,0,0.768,n,n,N-N
171101.spr0320,171101.spr0319,cps2L,cps2P,171101,0.726,0.686,0,0,0,0,0,0.165,n,n,N-N
373153.SPD_0442,373153.SPD_1274,pyrG,guaA,373153,0.984,0.444,0,0,0.847,0.187,0,0.808,n,n,N-N
373153.SPD_0442,373153.SPD_1757,pyrG,ndk,373153,0.936,0.084,0,0.166,0.066,0,0.9,0.251,n,n,N-N
373153.SPD_0442,373153.SPD_0187,pyrG,nrdD,373153,0.935,0.05,0,0,0,0,0.9,0.375,n,n,N-N
373153.SPD_0442,373153.SPD_2055,pyrG,guaB,373153,0.933,0.296,0,0,0.725,0.191,0,0.628,n,y,N-E
373153.SPD_0442,373153.SPD_0856,pyrG,dgkA,373153,0.906,0.108,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0442,373153.SPD_0680,pyrG,SPD_0680,373153,0.906,0,0,0,0.072,0,0.9,0.076,n,n,N-N
373153.SPD_0442,373153.SPD_1759,pyrG,rpoB,373153,0.891,0,0,0,0.635,0.225,0,0.648,n,n,N-N
373153.SPD_0442,373153.SPD_0834,pyrG,pyrH,373153,0.847,0.107,0,0,0.209,0,0,0.801,n,y,N-E
373153.SPD_0442,373153.SPD_1905,pyrG,argS,373153,0.837,0.262,0,0,0.784,0,0,0.06,n,n,N-N
373153.SPD_0442,373153.SPD_1131,pyrG,carB,373153,0.804,0.194,0,0,0.302,0.136,0,0.646,n,n,N-N
373153.SPD_0442,373153.SPD_0052,pyrG,SPD_0052,373153,0.802,0.43,0,0,0.075,0,0,0.656,n,n,N-N
373153.SPD_0442,373153.SPD_1107,pyrG,guaC,373153,0.801,0.072,0,0,0.715,0.191,0,0.182,n,n,N-N
373153.SPD_0442,373153.SPD_0238,pyrG,leuS,373153,0.774,0.079,0,0,0.235,0.202,0,0.647,n,n,N-N
373153.SPD_0442,373153.SPD_0253,pyrG,fusA,373153,0.749,0,0,0,0.252,0.118,0,0.651,n,y,N-E
373153.SPD_0442,373153.SPD_0038,pyrG,polA,373153,0.727,0.046,0,0,0.068,0.121,0,0.693,n,n,N-N
373153.SPD_0442,373153.SPD_1060,pyrG,lepA,373153,0.719,0.158,0,0,0.154,0,0,0.638,n,n,N-N
373153.SPD_0442,373153.SPD_0196,pyrG,rplB,373153,0.719,0,0,0,0.171,0.102,0,0.653,n,y,N-E
373153.SPD_0442,373153.SPD_2042,pyrG,rpsB,373153,0.715,0.114,0,0,0.294,0.102,0,0.553,n,n,N-N
373153.SPD_0442,373153.SPD_1030,pyrG,pyrC,373153,0.704,0.077,0,0,0,0,0,0.692,n,n,N-N
373153.SPD_0442,373153.SPD_1758,pyrG,rpoC,373153,0.704,0,0,0,0.322,0.214,0,0.49,n,y,N-E
171101.spr0321,171101.spr0323,cps2M,cpsO,171101,0.999,0.749,0.897,0.766,0.458,0.123,0.9,0.63,n,n,N-N
171101.spr0321,171101.spr0322,cps2M,cpsN,171101,0.999,0.878,0,0.752,0.296,0.115,0.9,0.635,n,n,N-N
171101.spr0321,171101.spr0320,cps2M,cps2L,171101,0.998,0.894,0,0.684,0.188,0,0,0.965,n,n,N-N
171101.spr0321,171101.spr0318,cps2M,cps2K,171101,0.978,0.575,0,0,0.482,0,0,0.91,n,n,N-N
171101.spr0321,171101.spr0316,cps2M,cps2I,171101,0.976,0.501,0,0.182,0.276,0,0,0.929,n,n,N-N
171101.spr0321,171101.spr0319,cps2M,cps2P,171101,0.93,0.676,0,0,0.751,0,0,0.206,n,n,N-N
171101.spr0321,171101.spr0867,cps2M,lytB,171101,0.812,0.1,0,0,0,0,0.8,0,n,n,N-N
373153.SPD_0330,373153.SPD_0328,rfbB,cps2L,373153,0.999,0.88,0.163,0.767,0.109,0.1,0.9,0.861,n,n,N-N
373153.SPD_0330,373153.SPD_0329,rfbB,rfbC,373153,0.999,0.88,0,0.747,0.271,0.123,0.9,0.842,n,n,N-N
373153.SPD_0330,373153.SPD_0331,rfbB,rfbD,373153,0.998,0.762,0.249,0.762,0.26,0.218,0.8,0.797,n,n,N-N
373153.SPD_0330,373153.SPD_0326,rfbB,cps2K,373153,0.841,0.563,0.001,0,0.098,0,0,0.628,n,n,N-N
373153.SPD_0330,373153.SPD_0327,rfbB,cps2P,373153,0.749,0.672,0,0,0.083,0.124,0,0.161,n,n,N-N
373153.SPD_0330,373153.SPD_0321,rfbB,cps2F,373153,0.702,0.39,0,0.223,0.076,0,0,0.4,n,n,N-N
373153.SPD_0099,373153.SPD_1619,capD,SPD_1619,373153,0.983,0.378,0.663,0.733,0.079,0,0,0.733,n,y,N-E
373153.SPD_0099,373153.SPD_1620,capD,SPD_1620,373153,0.929,0.374,0.123,0.575,0.077,0,0,0.721,n,y,N-E
373153.SPD_0099,373153.SPD_0098,capD,SPD_0098,373153,0.834,0.751,0,0.217,0,0,0,0.215,n,y,N-E
373153.SPD_0099,373153.SPD_1919,capD,galU,373153,0.785,0.373,0,0,0,0,0,0.672,n,n,N-N
373153.SPD_0099,373153.SPD_0315,capD,cps2A,373153,0.761,0.378,0,0.172,0,0,0,0.574,n,n,N-N
373153.SPD_0099,373153.SPD_0318,capD,cps2D,373153,0.74,0.378,0,0.413,0.186,0,0,0.231,n,n,N-N
373153.SPD_0099,373153.SPD_1200,capD,SPD_1200,373153,0.701,0.073,0,0.197,0.073,0,0,0.618,n,n,N-N
171101.spr0323,171101.spr0322,cpsO,cpsN,171101,0.999,0.759,0.248,0.767,0.279,0.222,0.8,0.976,n,n,N-N
171101.spr0323,171101.spr0321,cpsO,cps2M,171101,0.999,0.749,0.897,0.766,0.458,0.123,0.9,0.63,n,n,N-N
171101.spr0323,171101.spr0320,cpsO,cps2L,171101,0.99,0.749,0.571,0.757,0,0.114,0,0.64,n,n,N-N
373153.SPD_1331,373153.SPD_1216,SPD_1331,alaS,373153,0.998,0.068,0,0,0.069,0.298,0.997,0.132,n,n,N-N
373153.SPD_1331,373153.SPD_0802,SPD_1331,SPD_0802,373153,0.987,0.042,0,0,0.154,0.212,0.981,0.108,n,n,N-N
373153.SPD_1331,373153.SPD_1547,SPD_1331,rpoZ,373153,0.986,0.046,0,0.426,0.099,0.172,0.973,0,n,y,N-E
373153.SPD_1331,373153.SPD_0218,SPD_1331,rpoA,373153,0.976,0,0,0,0.075,0.221,0.967,0.128,n,n,N-N
373153.SPD_1331,373153.SPD_1759,SPD_1331,rpoB,373153,0.967,0.049,0,0,0.072,0.184,0.957,0.114,n,n,N-N
373153.SPD_1331,373153.SPD_0705,SPD_1331,dinG,373153,0.963,0.311,0,0.389,0.084,0.139,0.905,0.068,n,n,N-N
373153.SPD_1331,373153.SPD_1758,SPD_1331,rpoC,373153,0.957,0.045,0,0,0.073,0.254,0.937,0.132,n,y,N-E
373153.SPD_1331,373153.SPD_0461,SPD_1331,dnaJ,373153,0.949,0.052,0,0,0.085,0.266,0.923,0.132,n,n,N-N
373153.SPD_1331,373153.SPD_0460,SPD_1331,dnaK,373153,0.935,0.066,0,0,0.102,0.278,0.893,0.162,n,y,N-E
373153.SPD_1331,373153.SPD_1332,SPD_1331,SPD_1332,373153,0.935,0.855,0.57,0,0,0,0,0,n,n,N-N
373153.SPD_1331,373153.SPD_0707,SPD_1331,SPD_0707,373153,0.818,0.042,0,0,0.072,0,0.809,0.056,n,n,N-N
373153.SPD_1331,373153.SPD_1854,SPD_1331,SPD_1854,373153,0.783,0,0,0.777,0.068,0,0,0,n,n,N-N
373153.SPD_1331,373153.SPD_0710,SPD_1331,ezrA,373153,0.779,0,0,0.764,0,0,0,0.102,n,y,N-E
373153.SPD_1331,373153.SPD_1834,SPD_1331,SPD_1834,373153,0.779,0.072,0,0,0.067,0.114,0.733,0.09,n,n,N-N
373153.SPD_1331,373153.SPD_1004,SPD_1331,gapN,373153,0.766,0,0,0,0.067,0.114,0.733,0.067,n,n,N-N
373153.SPD_1331,373153.SPD_0465,SPD_1331,SPD_0465,373153,0.751,0,0,0.751,0,0,0,0,n,n,N-N
373153.SPD_1331,373153.SPD_1196,SPD_1331,mecA,373153,0.732,0,0,0.732,0,0,0,0,n,n,N-N
373153.SPD_1331,373153.SPD_1333,SPD_1331,SPD_1333,373153,0.718,0.718,0,0,0,0,0,0,n,n,N-N
373153.SPD_1331,373153.SPD_0868,SPD_1331,SPD_0868,373153,0.709,0.066,0,0.632,0,0.204,0,0.064,n,n,N-N
171101.spr0324,171101.spr0325,spr0324,spr0325,171101,0.996,0.848,0.896,0.783,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr1294,spr0324,spr1294,171101,0.962,0.063,0.83,0.783,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr1296,spr0324,spr1296,171101,0.961,0.191,0.802,0.781,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr0326,spr0324,spr0326,171101,0.9,0.638,0.118,0.713,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr1298,spr0324,Transposase_E,171101,0.787,0.09,0,0.776,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr0719,spr0324,spr0719,171101,0.786,0.089,0,0.775,0,0,0,0,n,n,N-N
171101.spr0324,171101.spr2018,spr0324,spr2018,171101,0.784,0.09,0,0.773,0,0,0,0,n,n,N-N
373153.SPD_0788,373153.SPD_0760,dnaE,dnaX,373153,0.999,0.158,0,0.457,0.086,0.984,0.8,0.49,y,y,E-E
373153.SPD_0788,373153.SPD_0002,dnaE,dnaN,373153,0.998,0,0,0.239,0.066,0.984,0.8,0.509,y,n,E-N
373153.SPD_0788,373153.SPD_0666,dnaE,holA,373153,0.963,0,0,0,0.075,0.667,0.8,0.48,y,n,E-N
373153.SPD_0788,373153.SPD_0826,dnaE,holB,373153,0.954,0.088,0,0.43,0.07,0.283,0.8,0.462,y,y,E-E
373153.SPD_0788,373153.SPD_0879,dnaE,Exonuclease,373153,0.926,0.072,0,0,0.09,0.282,0.8,0.49,y,n,E-N
373153.SPD_0788,373153.SPD_0957,dnaE,dnaG,373153,0.918,0.102,0,0.769,0.11,0.108,0,0.583,y,y,E-E
373153.SPD_0788,373153.SPD_0038,dnaE,polA,373153,0.896,0.451,0,0.236,0.154,0.126,0,0.718,y,n,E-N
373153.SPD_0788,373153.SPD_0254,dnaE,polC,373153,0.86,0.071,0,0,0.112,0,0.8,0.548,y,n,E-N
373153.SPD_0788,373153.SPD_1274,dnaE,guaA,373153,0.832,0.427,0,0,0.066,0,0,0.713,y,n,E-N
373153.SPD_0788,373153.SPD_0705,dnaE,dinG,373153,0.818,0.17,0,0.279,0.145,0,0,0.687,y,n,E-N
373153.SPD_0788,373153.SPD_0001,dnaE,dnaA,373153,0.811,0.081,0,0.493,0,0.112,0,0.598,y,n,E-N
373153.SPD_0788,373153.SPD_2030,dnaE,dnaB,373153,0.799,0.067,0,0.576,0.124,0,0,0.49,y,y,E-E
373153.SPD_0788,373153.SPD_1759,dnaE,rpoB,373153,0.769,0,0,0.526,0.068,0,0,0.521,y,n,E-N
373153.SPD_0788,373153.SPD_1758,dnaE,rpoC,373153,0.762,0,0,0.542,0.066,0,0,0.49,y,y,E-E
373153.SPD_0788,373153.SPD_0789,dnaE,pfkA,373153,0.745,0.739,0,0,0,0,0,0.059,y,y,E-E
373153.SPD_0788,373153.SPD_0482,dnaE,infB,373153,0.739,0.133,0,0.441,0.069,0,0,0.49,y,n,E-N
373153.SPD_0788,373153.SPD_0790,dnaE,pyk,373153,0.729,0.659,0,0,0,0,0,0.237,y,y,E-E
373153.SPD_0788,373153.SPD_0218,dnaE,rpoA,373153,0.718,0,0,0.472,0,0,0,0.489,y,n,E-N
373153.SPD_0788,373153.SPD_0532,dnaE,recJ,373153,0.7,0.057,0,0.15,0.068,0,0,0.646,y,n,E-N
171101.spr0325,171101.spr0324,spr0325,spr0324,171101,0.996,0.848,0.896,0.783,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr1296,spr0325,spr1296,171101,0.923,0.083,0.653,0.763,0.107,0,0,0,n,n,N-N
171101.spr0325,171101.spr0326,spr0325,spr0326,171101,0.89,0.635,0.405,0.533,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr1298,spr0325,Transposase_E,171101,0.792,0.084,0,0.783,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr2018,spr0325,spr2018,171101,0.791,0.084,0,0.782,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr0719,spr0325,spr0719,171101,0.787,0.084,0,0.778,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr2016,spr0325,Transposase_G,171101,0.783,0.063,0.312,0.691,0,0,0,0,n,n,N-N
171101.spr0325,171101.spr1295,spr0325,spr1295,171101,0.731,0.063,0.306,0.62,0,0,0,0,n,n,N-N
373153.SPD_1827,373153.SPD_0603,SPD_1827,SPD_0603,373153,0.785,0,0,0.722,0,0.239,0,0.067,n,n,N-N
171101.spr0326,171101.spr0324,spr0326,spr0324,171101,0.9,0.638,0.118,0.713,0,0,0,0,n,n,N-N
171101.spr0326,171101.spr0325,spr0326,spr0325,171101,0.89,0.635,0.405,0.533,0,0,0,0,n,n,N-N
171101.spr0326,171101.spr1296,spr0326,spr1296,171101,0.809,0.062,0.198,0.767,0,0,0,0,n,n,N-N
171101.spr0326,171101.spr1295,spr0326,spr1295,171101,0.8,0,0.122,0.782,0,0,0,0,n,n,N-N
171101.spr0326,171101.spr2016,spr0326,Transposase_G,171101,0.797,0,0.117,0.78,0,0,0,0,n,n,N-N
171101.spr0326,171101.spr1294,spr0326,spr1294,171101,0.723,0.063,0.382,0.56,0,0,0,0,n,n,N-N
373153.SPD_0334,373153.SPD_1169,aliA,SPD_1169,373153,0.891,0.072,0,0.271,0.154,0.139,0.8,0.106,n,n,N-N
373153.SPD_0334,373153.SPD_1168,aliA,SPD_1168,373153,0.884,0.074,0,0.312,0.075,0.111,0.8,0.106,n,n,N-N
373153.SPD_0334,373153.SPD_1167,aliA,SPD_1167,373153,0.88,0.082,0,0.316,0.075,0,0.8,0.129,n,n,N-N
373153.SPD_0334,373153.SPD_1170,aliA,SPD_1170,373153,0.853,0.06,0,0.189,0.067,0,0.8,0.13,n,n,N-N
373153.SPD_0334,373153.SPD_1670,aliA,amiC,373153,0.846,0.086,0,0.782,0.154,0.139,0,0.106,n,n,N-N
373153.SPD_0334,373153.SPD_0750,aliA,SPD_0750,373153,0.824,0,0,0.773,0,0,0.8,0,n,n,N-N
373153.SPD_0334,373153.SPD_1669,aliA,amiD,373153,0.816,0.081,0,0.77,0.075,0.111,0,0.106,n,y,N-E
373153.SPD_0334,373153.SPD_1668,aliA,amiE,373153,0.79,0.084,0,0.707,0.134,0.125,0,0.13,n,n,N-N
373153.SPD_0334,373153.SPD_1667,aliA,amiF,373153,0.779,0.085,0,0.713,0.074,0.119,0,0.13,n,y,N-E
373153.SPD_0335,373153.SPD_1504,SPD_0335,nanA,373153,0.946,0,0.741,0.749,0,0,0,0.241,y,n,E-N
373153.SPD_0335,373153.SPD_0887,SPD_0335,SPD_0887,373153,0.722,0.042,0,0,0.068,0.225,0.636,0.067,y,n,E-N
373153.SPD_0336,373153.SPD_0337,pbp1A,recU,373153,0.968,0.853,0.274,0.158,0.191,0,0,0.634,n,y,N-E
373153.SPD_0336,373153.SPD_0306,pbp1A,pbpX,373153,0.967,0.064,0,0.548,0.066,0.224,0.8,0.567,n,y,N-E
373153.SPD_0336,373153.SPD_1486,pbp1A,penA,373153,0.958,0.064,0,0.511,0.066,0.224,0.8,0.498,n,n,N-N
373153.SPD_0336,373153.SPD_0339,pbp1A,gpsB,373153,0.922,0.492,0,0.309,0.066,0.302,0,0.711,n,n,N-N
373153.SPD_0336,373153.SPD_1821,pbp1A,pbp2A,373153,0.887,0,0,0.767,0,0,0.8,0.64,n,n,N-N
373153.SPD_0336,373153.SPD_1925,pbp1A,pbp1B,373153,0.884,0,0,0.62,0,0,0.8,0.634,n,n,N-N
373153.SPD_0336,373153.SPD_0767,pbp1A,dacC,373153,0.837,0.05,0,0,0,0,0.8,0.214,n,n,N-N
373153.SPD_0336,373153.SPD_2045,pbp1A,mreC,373153,0.819,0.044,0,0.155,0.075,0.221,0,0.737,n,n,N-N
373153.SPD_0336,373153.SPD_0549,pbp1A,SPD_0549,373153,0.812,0,0,0,0,0,0.8,0.102,n,n,N-N
373153.SPD_0336,373153.SPD_0710,pbp1A,ezrA,373153,0.795,0,0,0.363,0,0.136,0,0.658,n,y,N-E
373153.SPD_0336,373153.SPD_1542,pbp1A,stkP,373153,0.763,0.05,0,0,0,0.115,0,0.74,n,y,N-E
373153.SPD_0336,373153.SPD_1346,pbp1A,mltG,373153,0.752,0.064,0,0.299,0.074,0,0,0.64,n,n,N-N
373153.SPD_0336,373153.SPD_1479,pbp1A,ftsZ,373153,0.736,0,0,0.182,0,0,0,0.691,n,y,N-E
373153.SPD_0336,373153.SPD_1474,pbp1A,divIVA,373153,0.733,0.071,0,0,0.066,0.24,0,0.643,n,y,N-E
373153.SPD_0337,373153.SPD_0336,recU,pbp1A,373153,0.968,0.853,0.274,0.158,0.191,0,0,0.634,y,n,E-N
373153.SPD_0337,373153.SPD_0339,recU,gpsB,373153,0.918,0.581,0,0.707,0,0,0,0.389,y,n,E-N
373153.SPD_0337,373153.SPD_1485,recU,recR,373153,0.865,0,0,0,0,0,0,0.865,y,n,E-N
373153.SPD_0337,373153.SPD_1507,recU,recG,373153,0.853,0.084,0,0,0,0,0,0.846,y,n,E-N
373153.SPD_0337,373153.SPD_0338,recU,SPD_0338,373153,0.793,0.681,0,0,0,0,0,0.376,y,n,E-N
373153.SPD_0337,373153.SPD_1739,recU,recA,373153,0.766,0.066,0,0,0,0,0,0.759,y,n,E-N
373153.SPD_0337,373153.SPD_0366,recU,recD2,373153,0.729,0,0,0.292,0,0,0,0.633,y,n,E-N
373153.SPD_0337,373153.SPD_1821,recU,pbp2A,373153,0.715,0.096,0.07,0,0.191,0,0,0.631,y,n,E-N
373153.SPD_0337,373153.SPD_0532,recU,recJ,373153,0.708,0,0,0,0,0,0,0.708,y,n,E-N
373153.SPD_0338,373153.SPD_0337,SPD_0338,recU,373153,0.793,0.681,0,0,0,0,0,0.376,n,y,N-E
373153.SPD_0338,373153.SPD_0339,SPD_0338,gpsB,373153,0.743,0.695,0,0.175,0,0,0,0.061,n,n,N-N
373153.SPD_0339,373153.SPD_1821,gpsB,pbp2A,373153,0.999,0.089,0,0,0.066,0.997,0,0.658,n,n,N-N
373153.SPD_0339,373153.SPD_0710,gpsB,ezrA,373153,0.942,0,0,0.576,0,0.238,0,0.835,n,y,N-E
373153.SPD_0339,373153.SPD_2045,gpsB,mreC,373153,0.939,0.063,0,0.208,0,0.238,0,0.905,n,n,N-N
373153.SPD_0339,373153.SPD_0336,gpsB,pbp1A,373153,0.922,0.492,0,0.309,0.066,0.302,0,0.711,n,n,N-N
373153.SPD_0339,373153.SPD_0337,gpsB,recU,373153,0.918,0.581,0,0.707,0,0,0,0.389,n,y,N-E
373153.SPD_0339,373153.SPD_1542,gpsB,stkP,373153,0.861,0.066,0,0,0.066,0.23,0,0.817,n,y,N-E
373153.SPD_0339,373153.SPD_1474,gpsB,divIVA,373153,0.86,0,0,0,0,0,0,0.86,n,y,N-E
373153.SPD_0339,373153.SPD_1486,gpsB,penA,373153,0.854,0.07,0,0.662,0,0,0,0.574,n,n,N-N
373153.SPD_0339,373153.SPD_1479,gpsB,ftsZ,373153,0.846,0.084,0,0,0.067,0,0,0.834,n,y,N-E
373153.SPD_0339,373153.SPD_1480,gpsB,ftsA,373153,0.834,0.084,0,0,0,0,0,0.826,n,y,N-E
373153.SPD_0339,373153.SPD_0306,gpsB,pbpX,373153,0.829,0.07,0,0.489,0,0,0,0.67,n,y,N-E
373153.SPD_0339,373153.SPD_1925,gpsB,pbp1B,373153,0.769,0.089,0,0,0.066,0.302,0,0.658,n,n,N-N
373153.SPD_0339,373153.SPD_1861,gpsB,cglC,373153,0.756,0,0,0.756,0,0,0,0,n,n,N-N
373153.SPD_0339,373153.SPD_0342,gpsB,mapZ,373153,0.753,0.076,0,0,0,0,0,0.744,n,n,N-N
373153.SPD_0339,373153.SPD_1346,gpsB,mltG,373153,0.753,0.044,0,0.199,0,0,0,0.703,n,n,N-N
373153.SPD_0339,373153.SPD_0338,gpsB,SPD_0338,373153,0.743,0.695,0,0.175,0,0,0,0.061,n,n,N-N
373153.SPD_0339,373153.SPD_1235,gpsB,SPD_1235,373153,0.723,0,0,0.723,0,0,0,0,n,n,N-N
373153.SPD_0341,373153.SPD_1212,SPD_0341,SPD_1212,373153,0.966,0.117,0.899,0,0.069,0,0,0.646,n,n,N-N
373153.SPD_0341,373153.SPD_0342,SPD_0341,mapZ,373153,0.888,0.88,0,0,0,0,0,0.1,n,n,N-N
373153.SPD_0341,373153.SPD_0344,SPD_0341,SPD_0344,373153,0.866,0.603,0,0,0,0,0,0.678,n,n,N-N
373153.SPD_0341,373153.SPD_0998,SPD_0341,SPD_0998,373153,0.758,0.079,0,0,0.103,0,0,0.731,n,n,N-N
373153.SPD_0341,373153.SPD_1902,SPD_0341,SPD_1902,373153,0.731,0,0,0,0,0,0,0.731,n,n,N-N
373153.SPD_0342,373153.SPD_1479,mapZ,ftsZ,373153,0.904,0,0,0,0,0.254,0,0.876,n,y,N-E
373153.SPD_0342,373153.SPD_1542,mapZ,stkP,373153,0.892,0,0,0,0,0.273,0,0.858,n,y,N-E
373153.SPD_0342,373153.SPD_0341,mapZ,SPD_0341,373153,0.888,0.88,0,0,0,0,0,0.1,n,n,N-N
373153.SPD_0342,373153.SPD_1474,mapZ,divIVA,373153,0.846,0,0,0,0,0,0,0.846,n,y,N-E
373153.SPD_0342,373153.SPD_0876,mapZ,SPD_0876,373153,0.788,0,0,0.635,0,0,0,0.443,n,n,N-N
373153.SPD_0342,373153.SPD_0585,mapZ,SPD_0585,373153,0.78,0,0,0.78,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1429,mapZ,SPD_1429,373153,0.779,0,0,0.779,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1346,mapZ,mltG,373153,0.771,0.047,0,0,0,0,0,0.77,n,n,N-N
373153.SPD_0342,373153.SPD_0305,mapZ,ftsL,373153,0.77,0,0,0.77,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1278,mapZ,cppA,373153,0.767,0,0,0.767,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1144,mapZ,SPD_1144,373153,0.766,0,0,0.766,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_0339,mapZ,gpsB,373153,0.753,0.076,0,0,0,0,0,0.744,n,n,N-N
373153.SPD_0342,373153.SPD_0008,mapZ,SPD_0008,373153,0.743,0,0,0.743,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_0873,mapZ,SPD_0873,373153,0.743,0,0,0.743,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1522,mapZ,SPD_1522,373153,0.741,0,0,0.741,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_0010,mapZ,SPD_0010,373153,0.733,0,0,0.733,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_0186,mapZ,SPD_0186,373153,0.732,0,0,0.732,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1350,mapZ,SPD_1350,373153,0.731,0,0,0.731,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1858,mapZ,SPD_1858,373153,0.73,0,0,0.73,0,0,0,0,n,n,N-N
373153.SPD_0342,373153.SPD_1389,mapZ,SPD_1389,373153,0.722,0,0,0.722,0,0,0,0,n,n,N-N
373153.SPD_0343,373153.SPD_1100,gnd,zwf,373153,0.984,0.375,0,0.764,0.635,0.302,0,0.65,n,n,N-N
373153.SPD_0343,373153.SPD_1780,gnd,rpe,373153,0.965,0.057,0,0,0.108,0.286,0.9,0.519,n,y,N-E
